Gene ID,EntrezGene ID
ENSG00000101473,10005
ENSG00000114770,10057
ENSG00000214160,10195
ENSG00000125257,10257
ENSG00000110719,10312
ENSG00000183778,10317
ENSG00000117448,10327
ENSG00000134255,10390
ENSG00000124406,10396
ENSG00000133027,10400
ENSG00000167863,10476
ENSG00000164414,10559
ENSG00000117479,10560
ENSG00000157765,10568
ENSG00000184470,10587
ENSG00000170340,10678
ENSG00000172461,10690
ENSG00000160282,10841
ENSG00000281775,10841
ENSG00000145217,10861
ENSG00000126264,10870
ENSG00000238134,10919
ENSG00000227333,10919
ENSG00000236759,10919
ENSG00000206376,10919
ENSG00000224143,10919
ENSG00000204371,10919
ENSG00000232045,10919
ENSG00000165672,10935
ENSG00000119673,10965
ENSG00000188338,10991
ENSG00000083807,10998
ENSG00000070748,1103
ENSG00000133063,1118
ENSG00000110721,1119
ENSG00000174233,112
ENSG00000100288,1120
ENSG00000161714,113026
ENSG00000169105,113189
ENSG00000076351,113235
ENSG00000074416,11343
ENSG00000142920,113451
ENSG00000197763,114112
ENSG00000147606,115111
ENSG00000282739,115286
ENSG00000144741,115286
ENSG00000158865,115584
ENSG00000112053,116369
ENSG00000165644,118881
ENSG00000140090,123041
ENSG00000182224,124637
ENSG00000160471,125965
ENSG00000093010,1312
ENSG00000159650,131669
ENSG00000172497,134526
ENSG00000021826,1373
ENSG00000205560,1375
ENSG00000158669,137964
ENSG00000095321,1384
ENSG00000062485,1431
ENSG00000146411,154091
ENSG00000239900,158
ENSG00000137869,1588
ENSG00000136267,1607
ENSG00000262217,160728
ENSG00000256870,160728
ENSG00000102780,160851
ENSG00000161653,162417
ENSG00000170516,170712
ENSG00000114956,1716
ENSG00000162688,178
ENSG00000107614,1787
ENSG00000119772,1788
ENSG00000088305,1789
ENSG00000172269,1798
ENSG00000183044,18
ENSG00000113657,1809
ENSG00000091138,1811
ENSG00000170786,195814
ENSG00000166816,197257
ENSG00000157353,197258
ENSG00000115020,200576
ENSG00000112759,2030
ENSG00000162433,205
ENSG00000123643,206358
ENSG00000148218,210
ENSG00000105379,2109
ENSG00000023330,211
ENSG00000151348,2132
ENSG00000123983,2181
ENSG00000068366,2182
ENSG00000229937,221823
ENSG00000066926,2235
ENSG00000114805,23007
ENSG00000157064,23057
ENSG00000182621,23236
ENSG00000158467,23382
ENSG00000092068,23428
ENSG00000110195,2348
ENSG00000112992,23530
ENSG00000197563,23556
ENSG00000135702,23563
ENSG00000242110,23600
ENSG00000033170,2530
ENSG00000151151,253430
ENSG00000281500,2542
ENSG00000137700,2542
ENSG00000128683,2571
ENSG00000156958,2585
ENSG00000120254,25902
ENSG00000198964,259230
ENSG00000130005,2593
ENSG00000138604,26035
ENSG00000159131,2618
ENSG00000262473,2618
ENSG00000198130,26275
ENSG00000154027,26289
ENSG00000262446,2629
ENSG00000177628,2629
ENSG00000105607,2639
ENSG00000106633,2645
ENSG00000119899,26503
ENSG00000100031,2678
ENSG00000138777,27068
ENSG00000109956,27087
ENSG00000116337,271
ENSG00000198814,2710
ENSG00000185133,27124
ENSG00000134216,27159
ENSG00000135423,27165
ENSG00000173085,27235
ENSG00000100294,27349
ENSG00000038274,27430
ENSG00000275600,284098
ENSG00000277161,284098
ENSG00000230359,286016
ENSG00000233276,2876
ENSG00000114902,28972
ENSG00000166825,290
ENSG00000105198,29124
ENSG00000168765,2948
ENSG00000100577,2954
ENSG00000184076,29796
ENSG00000173540,29925
ENSG00000144591,29926
ENSG00000135069,29968
ENSG00000136856,29988
ENSG00000103044,3038
ENSG00000156515,3098
ENSG00000278540,31
ENSG00000275176,31
ENSG00000131480,314
ENSG00000174669,3177
ENSG00000164978,318
ENSG00000117594,3290
ENSG00000198108,337876
ENSG00000101365,3420
ENSG00000067829,3421
ENSG00000010404,3423
ENSG00000103375,343
ENSG00000040933,3631
ENSG00000197448,373156
ENSG00000130304,376497
ENSG00000138030,3795
ENSG00000183955,387893
ENSG00000213316,4056
ENSG00000113273,411
ENSG00000183196,4166
ENSG00000008394,4257
ENSG00000104763,427
ENSG00000278183,4363
ENSG00000103222,4363
ENSG00000070669,440
ENSG00000130707,445
ENSG00000165264,4712
ENSG00000132681,480
ENSG00000239672,4830
ENSG00000007171,4843
ENSG00000105953,4967
ENSG00000140279,50506
ENSG00000105929,50617
ENSG00000147383,50814
ENSG00000165629,509
ENSG00000173599,5091
ENSG00000162066,51005
ENSG00000023572,51022
ENSG00000072042,51109
ENSG00000109576,51166
ENSG00000138193,51196
ENSG00000100938,51292
ENSG00000099624,513
ENSG00000115252,5136
ENSG00000124172,514
ENSG00000068745,51447
ENSG00000205268,5150
ENSG00000073417,5151
ENSG00000160191,5152
ENSG00000159199,516
ENSG00000047249,51606
ENSG00000091137,5172
ENSG00000143727,52
ENSG00000154723,522
ENSG00000005471,5244
ENSG00000075415,5250
ENSG00000165195,5277
ENSG00000135845,5279
ENSG00000151665,5281
ENSG00000145675,5295
ENSG00000143393,5298
ENSG00000124181,5335
ENSG00000206445,534
ENSG00000230900,534
ENSG00000234668,534
ENSG00000234920,534
ENSG00000213760,534
ENSG00000227587,534
ENSG00000226850,534
